Frequency (MHz),Channel 1 Voltages (V),Channel 2 Voltages (V),RF Input Power (dBm),RF Output Power (dBm),Gain,Channel 1 DC Current (A),Channel 2 DC Current (A),Channel 1 DC Power (W),Channel 2 DC Power (W),Total DC Drain Current (A),Total DC Gate Current (A),Total DC Drain Power (W),Total DC Gate Power (W),DE (%),PAE (%)
6000,15,3,-14.2441936,18.2181178,32.4623114,0.862414326,0,12.93621489,0,0.862414326,0,12.93621489,0,0.512866767,0.512575848
6000,15,3,-13.2441936,19.26597508,32.51016868,0.864373209,0,12.96559813,0,0.864373209,0,12.96559813,0,0.651335804,0.650970387
6000,15,3,-12.2441936,20.22890576,32.47309936,0.866985186,0,13.00477779,0,0.866985186,0,13.00477779,0,0.810564614,0.810105968
6000,15,3,-11.2441936,21.24017819,32.48437179,0.869597063,0,13.04395595,0,0.869597063,0,13.04395595,0,1.02001955,1.019443883
6000,15,3,-10.2441936,22.16129788,32.40549148,0.872862135,0,13.09293203,0,0.872862135,0,13.09293203,0,1.256298598,1.255576587
6000,15,3,-9.2441936,23.15297231,32.39716591,0.877432996,0,13.16149493,0,0.877432996,0,13.16149493,0,1.570333912,1.56942969
6000,15,3,-8.2441936,24.1472598,32.3914534,0.882003956,0,13.23005934,0,0.882003956,0,13.23005934,0,1.964102677,1.962970228
6000,15,3,-7.2441936,25.06968602,32.31387962,0.889186794,0,13.3378019,0,0.889186794,0,13.3378019,0,2.40926371,2.407849557
6000,15,3,-6.2441936,25.97382268,32.21801628,0.897022726,0,13.45534089,0,0.897022726,0,13.45534089,0,2.940949471,2.93918471
6000,15,3,-5.2441936,26.90670117,32.15089477,0.910735507,0,13.6610326,0,0.910735507,0,13.6610326,0,3.590761743,3.588573492
6000,15,3,-4.2441936,27.76118764,32.00538124,0.92771316,0,13.9156974,0,0.92771316,0,13.9156974,0,4.291546154,4.288841724
6000,15,3,-3.2441936,28.65225705,31.89645065,0.949914767,0,14.24872151,0,0.949914767,0,14.24872151,0,5.145763317,5.142438217
6000,15,3,-2.2441936,29.50543698,31.74963058,0.976687335,0,14.65031003,0,0.976687335,0,14.65031003,0,6.091116175,6.087044868
6000,15,3,-1.2441936,30.4566079,31.7008015,1.011296235,0,15.16944353,0,1.011296235,0,15.16944353,0,7.32303552,7.318085454
6000,15,3,-0.2441936,31.474413,31.7186066,1.056351845,0,15.84527767,0,1.056351845,0,15.84527767,0,8.862197943,8.856231976
6000,15,3,0.7558064,32.39684018,31.64103378,1.115121336,0,16.72682003,0,1.115121336,0,16.72682003,0,10.38175161,10.37463673
6000,15,3,1.7558064,33.13634976,31.38054336,1.175848809,0,17.63773214,0,1.175848809,0,17.63773214,0,11.67326201,11.66476751
6000,15,3,2.7558064,33.88239201,31.12658561,1.244413215,0,18.66619822,0,1.244413215,0,18.66619822,0,13.09734682,13.08724209
6000,15,3,3.7558064,34.46119508,30.70538868,1.28881583,0,19.33223745,0,1.28881583,0,19.33223745,0,14.44898655,14.43670372
6000,15,3,4.7558064,34.89105185,30.13524545,1.327995491,0,19.91993236,0,1.327995491,0,19.91993236,0,15.48165289,15.46664593
6000,15,3,5.7558064,35.21638354,29.46057714,1.363910179,0,20.45865269,0,1.363910179,0,20.45865269,0,16.24655647,16.22816131
6000,15,3,6.7558064,35.46593531,28.71012891,1.398517879,0,20.97776819,0,1.398517879,0,20.97776819,0,16.78163417,16.7590491
6000,15,3,7.7558064,35.62533482,27.86952842,1.426596636,0,21.39894954,0,1.426596636,0,21.39894954,0,17.06636492,17.03849164
6000,15,3,8.7558064,35.72724589,26.97143949,1.447492455,0,21.71238682,0,1.447492455,0,21.71238682,0,17.21936062,17.18477679
