Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Absolute Gain (dBi)
9,0,3475,-2.710677566,-7.532155742,0,-1.867228473
9,0,3490,-3.901083518,-7.842922928,0,-3.121449623
9,0,3505,-6.691258272,-8.898768019,0,-6.092130327
9,0,3520,-5.340041505,-9.039595385,0,-4.761362832
9,0,3535,-8.893016055,-9.915746507,0,-8.425977951
9,0,3550,-5.584722468,-12.7164075,0,-5.34592556
9,0,3565,-2.541081957,-12.91094053,0,-2.313025063
9,0,3580,-1.319973603,-13.80116255,0,-1.135098243
9,0,3595,-3.880962717,-14.43768856,0,-3.721759702
9,0,3610,-5.505170681,-14.74588316,0,-5.357062046
9,0,3625,-5.796466686,-15.1235171,0,-5.660887213
9,0,3640,-5.432388983,-14.53816719,0,-5.276892993
9,0,3655,-4.664796747,-16.37894005,0,-4.56365332
9,0,3670,-5.411804546,-17.14217121,0,-5.327121895
9,0,3685,-3.313252135,-14.43684829,0,-3.154017743
9,0,3700,-3.955896582,-16.72035546,0,-3.862482772
9,0,3715,-3.695944669,-16.66105414,0,-3.601232474
9,0,3730,-4.164398144,-13.99549406,0,-3.987779764
9,0,3745,-3.128278534,-14.78606527,0,-2.981557224
9,0,3760,-2.15527319,-15.15110866,0,-2.020565805
9,0,3775,-3.634436471,-14.65249476,0,-3.483051736
9,0,3790,-3.894405176,-14.03012365,0,-3.719218186
9,0,3805,-2.481113113,-14.60071045,0,-2.327880082
9,0,3820,-6.281588071,-14.96669034,0,-6.140941671
9,0,3835,-5.484269638,-14.15936858,0,-5.314321205
9,0,3850,-5.059890255,-13.8752376,0,-4.878207794
9,0,3865,-13.65659572,-13.80060534,0,-13.47169612
9,0,3880,-6.475341253,-13.48413149,0,-6.276139489
9,0,3895,-9.08734183,-13.73914503,0,-8.899749242
9,0,3910,-7.327182843,-12.30447671,0,-7.063892674
9,0,3925,-10.52182866,-13.54333599,0,-10.32538599
9,0,3940,-8.285900704,-15.26885541,0,-8.154851387
9,0,3955,-8.185183131,-12.88556972,0,-7.955754143
9,0,3970,-8.678222409,-13.80712799,0,-8.49360629
9,0,3985,-6.427127762,-15.66614199,0,-6.30769372
9,0,4000,-7.215158065,-13.65431017,0,-7.023782297
10,0,1000,-10.96828319,-1.094954136,0,-4.448418813
10,0,1015,-11.64904161,-0.937236705,0,-4.529497347
10,0,1030,-13.32705296,-1.393452726,0,-7.712018897
10,0,1045,-13.67704932,-3.007178265,0,-10.66362543
10,0,1060,-10.41845937,-7.146512765,0,-9.487693413
10,0,1075,-11.87590423,-3.466270862,0,-9.278218321
10,0,1090,-15.80398887,-1.662599277,0,-10.82921005
10,0,1105,-14.55774834,-1.539441569,0,-9.306529661
10,0,1120,-10.53549685,-2.442163774,0,-6.871390481
10,0,1135,-7.44873129,-5.943955526,0,-6.173492236
10,0,1150,-6.587799297,-6.012149202,0,-5.335591369
10,0,1165,-9.495038429,-2.60720081,0,-6.040360872
10,0,1180,-16.66132501,-1.618909333,0,-11.59136832
10,0,1195,-11.41350372,-1.427274218,0,-5.886624405
10,0,1210,-16.92337191,-2.116661744,0,-12.78661181
10,0,1225,-9.93128835,-4.736615305,0,-8.152973232
10,0,1240,-7.361793295,-6.625372334,0,-6.296627013
10,0,1255,-12.80529642,-3.062615749,0,-9.846689544
10,0,1270,-5.794946602,-1.789886307,0,-1.081107967
10,0,1285,-4.003242296,-1.58714632,0,1.137863283
10,0,1300,-4.759767749,-2.055473859,0,-0.523766718
10,0,1315,-10.4072445,-4.444748662,0,-8.47341082
10,0,1330,-5.486788561,-8.808082204,0,-4.874083854
10,0,1345,-3.883085038,-5.017588177,0,-2.240309723
10,0,1360,-5.482566661,-2.496402781,0,-1.889295678
10,0,1375,-9.856712035,-1.775382756,0,-5.114295978
10,0,1390,-10.27866346,-2.251164497,0,-6.347822445
10,0,1405,-4.984423776,-5.027591139,0,-3.346239572
10,0,1420,-0.724293527,-12.66562213,0,-0.482608177
10,0,1435,-0.901747762,-6.590549201,0,0.173147692
10,0,1450,-7.335168895,-3.817441537,0,-5.005253174
10,0,1465,-0.601898548,-2.76737419,0,2.665724717
10,0,1480,2.458707094,-3.013854805,0,5.46545511
10,0,1495,3.00786038,-4.774405212,0,4.767177518
10,0,1510,1.59466368,-11.7259968,0,1.896800673
10,0,1525,-2.446656162,-8.815273773,0,-1.835040065
10,0,1540,-3.309118669,-3.866451272,0,-1.013666281
10,0,1555,-5.897660062,-2.310491317,0,-2.052711318
10,0,1570,-2.337491082,-2.922234369,0,0.762697269
10,0,1585,-2.124454217,-6.629960962,0,-1.060562521
10,0,1600,3.911368269,-18.48479615,0,3.973369609
10,0,1615,5.338285295,-10.9446742,0,5.702537522
10,0,1630,5.107944251,-6.551277516,0,6.193932314
10,0,1645,2.732865036,-4.238598546,0,4.786767459
10,0,1660,-5.637920528,-6.584746,0,-4.561393999
10,0,1675,0.212560028,-7.860517096,0,0.988742583
10,0,1690,5.868405306,-5.868248414,0,7.16978778
10,0,1705,7.511924382,-6.316165213,0,8.667097088
10,0,1720,7.950276699,-7.400193221,0,8.822541864
10,0,1735,8.297173019,-8.133161701,0,9.021947704
10,0,1750,8.530298806,-7.969583664,0,9.285454979
10,0,1765,8.682286598,-8.29719787,0,9.377922784
10,0,1780,8.785949791,-8.883845872,0,9.387289425
10,0,1795,8.830180944,-8.875492517,0,9.432762489
10,0,1810,8.87510215,-9.062545877,0,9.450519527
10,0,1825,8.919630425,-9.728944571,0,9.408394036
10,0,1840,8.965156492,-10.08030579,0,9.413899509
10,0,1855,9.077279434,-10.26440176,0,9.506445885
10,0,1870,9.210244813,-10.85110382,0,9.582780222
10,0,1885,9.402569872,-11.43225128,0,9.726657769
10,0,1900,9.544919929,-11.75730476,0,9.84480998
10,0,1915,9.676346578,-11.97989156,0,9.960751969
10,0,1930,9.854601899,-12.75527389,0,10.09121224
10,0,1945,9.981720026,-13.33882608,0,10.18786278
10,0,1960,10.13123801,-13.56875455,0,10.32650813
10,0,1975,10.3037815,-14.35324633,0,10.46616944
10,0,1990,10.45093622,-15.25882034,0,10.58229333
10,0,2005,10.7068696,-15.15452372,0,10.84146944
10,0,2020,10.818963,-15.63209116,0,10.9393503
10,0,2035,10.76623658,-15.99984847,0,10.87672382
10,0,2050,10.8554379,-15.56078708,0,10.97784643
10,0,2065,10.9152867,-16.0280189,0,11.02505048
10,0,2080,11.01719034,-17.1388217,0,11.10193897
10,0,2095,11.06977518,-16.66081917,0,11.16449255
10,0,2110,11.13390922,-17.63099279,0,11.20949829
10,0,2125,11.16492313,-19.99576874,0,11.20861394
10,0,2140,11.23809294,-20.81856774,0,11.27421165
10,0,2155,11.26250054,-20.06890155,0,11.30545816
10,0,2170,11.30149508,-21.17725176,0,11.33473961
10,0,2185,11.32100134,-22.48467552,0,11.34557926
10,0,2200,11.31643841,-19.63416398,0,11.36394359
10,0,2215,11.28401601,-16.17244603,0,11.39014533
10,0,2230,11.24023647,-16.16495823,0,11.34655119
10,0,2245,11.24122709,-15.78600574,0,11.35736599
10,0,2260,11.24126007,-13.27678893,0,11.45044119
10,0,2275,11.26113231,-12.8688154,0,11.49147204
10,0,2290,11.26085159,-13.9175922,0,11.44073377
10,0,2305,11.22140947,-12.8873526,0,11.45074176
10,0,2320,11.17958401,-12.35863316,0,11.4395117
10,0,2335,11.17702142,-13.82041203,0,11.36106159
10,0,2350,11.12207687,-14.50503903,0,11.27878527
10,0,2365,11.01448512,-13.48796484,0,11.21350704
10,0,2380,10.92407449,-14.02172685,0,11.09960747
10,0,2395,10.77885845,-15.41729078,0,10.90543957
10,0,2410,10.60308041,-13.40653557,0,10.80595851
10,0,2425,10.37582438,-12.03051965,0,10.65682456
10,0,2440,10.14654751,-12.05899235,0,10.42565116
10,0,2455,9.854828009,-10.41017451,0,10.26913027
10,0,2470,9.499597498,-9.217773427,0,10.05346525
10,0,2485,9.135006478,-9.405914105,0,9.66390128
10,0,2500,8.784443667,-8.446909479,0,9.454590422
10,0,2515,8.425936894,-8.228536214,0,9.133612276
10,0,2530,8.137541352,-8.561587975,0,8.788845458
10,0,2545,7.761889072,-8.457507785,0,8.430270024
10,0,2560,7.364047993,-8.846743829,0,7.970924703
10,0,2575,6.902685784,-9.837443465,0,7.378703917
10,0,2590,6.412824278,-10.60418035,0,6.808176266
10,0,2605,5.626743715,-10.55920147,0,6.026406844
10,0,2620,4.801966847,-9.823464377,0,5.279607226
10,0,2635,3.689383152,-9.412406065,0,4.217437899
10,0,2650,2.491638182,-8.470681849,0,3.157831175
10,0,2665,1.281470617,-7.201575902,0,2.199178382
10,0,2680,-0.036682164,-7.078772449,0,0.910432411
10,0,2695,-1.091956172,-7.044007988,0,-0.136327576
10,0,2710,-1.548973794,-6.539222691,0,-0.459554843
10,0,2725,-1.512489338,-7.068466902,0,-0.562859715
10,0,2740,-0.872927039,-8.169933569,0,-0.154797544
10,0,2755,-0.819922098,-8.42669311,0,-0.146393082
10,0,2770,-0.548225821,-8.971311729,0,0.040273376
10,0,2785,-0.876358543,-9.447559643,0,-0.352828098
10,0,2800,-1.392773729,-8.681264473,0,-0.76052674
10,0,2815,-1.528233382,-7.490255592,0,-0.675750016
10,0,2830,-1.417165571,-7.209041804,0,-0.501212634
10,0,2845,-0.502034707,-6.917574282,0,0.485285592
10,0,2860,0.117386161,-6.949533818,0,1.096586161
10,0,2875,1.282721106,-7.362170702,0,2.163489339
10,0,2890,2.184180695,-7.777484887,0,2.976799127
10,0,2905,2.707614057,-9.305643159,0,3.249665773
10,0,2920,2.717335808,-9.718382013,0,3.207359338
10,0,2935,2.525736416,-7.892094004,0,3.295766485
10,0,2950,2.249201448,-7.284223205,0,3.147689154
10,0,2965,1.995010864,-7.441365455,0,2.858170623
10,0,2980,2.12016602,-6.11998786,0,3.336923165
10,0,2995,2.309057238,-6.67431061,0,3.360718102
10,0,3010,2.783161892,-8.574386468,0,3.432398776
10,0,3025,2.355723888,-9.816348212,0,2.834192326
10,0,3040,1.528591022,-9.41206101,0,2.056690384
10,0,3055,0.769400657,-8.6624153,0,1.40460894
10,0,3070,0.320325037,-7.411527241,0,1.190073112
10,0,3085,0.577625594,-6.502671292,0,1.677522494
10,0,3100,1.147524864,-7.014679911,0,2.110402413
10,0,3115,1.838239218,-9.964130103,0,2.299818018
10,0,3130,1.848889511,-12.64988566,0,2.091477151
10,0,3145,0.985414135,-9.607610525,0,1.488859547
10,0,3160,0.146056403,-8.097394727,0,0.877358776
10,0,3175,0.174438786,-7.152960706,0,1.103665001
10,0,3190,0.115328884,-7.556751999,0,0.953523779
10,0,3205,0.470084239,-10.45453658,0,0.879970925
10,0,3220,0.455089057,-15.34186298,0,0.583921039
10,0,3235,-0.777614962,-11.52990954,0,-0.461002647
10,0,3250,-0.600300324,-9.11444359,0,-0.032185553
10,0,3265,-0.89421534,-8.025676583,0,-0.149630627
10,0,3280,-0.201843761,-8.593862445,0,0.444260888
10,0,3295,1.332060005,-13.32898309,0,1.538681801
10,0,3310,1.876343481,-15.8651678,0,1.990356837
10,0,3325,1.47831126,-9.61209517,0,1.981205788
10,0,3340,0.9307345,-8.21881242,0,1.640133029
10,0,3355,1.084287308,-9.204877216,0,1.639912189
10,0,3370,0.67616761,-8.978318036,0,1.263651011
10,0,3385,1.041948884,-10.96344161,0,1.404563004
10,0,3400,-0.103536544,-12.66471076,0,0.138200967
10,0,3415,-4.792129003,-8.888376636,0,-4.19146182
10,0,3430,-4.392998393,-7.090028661,0,-3.448622407
10,0,3445,-4.128341217,-8.104671819,0,-3.398372114
10,0,3460,-2.894187417,-8.034233865,0,-2.151201228
10,0,3475,-2.806271586,-7.54678652,0,-1.965952238
10,0,3490,-4.719190543,-7.848239278,0,-3.940601287
10,0,3505,-4.639160834,-8.89874243,0,-4.040029104
10,0,3520,-6.110014033,-9.036765522,0,-5.530931867
10,0,3535,-16.37968533,-9.933216494,0,-15.91462625
10,0,3550,-5.892900763,-12.74190322,0,-5.655540536
10,0,3565,-2.269953848,-12.91058244,0,-2.041877646
10,0,3580,-1.891698929,-13.75896933,0,-1.704979329
10,0,3595,-4.569432727,-14.45163571,0,-4.410749604
10,0,3610,-4.982984289,-14.77857146,0,-4.836005254
10,0,3625,-4.279166725,-15.11592905,0,-4.143346413
10,0,3640,-3.934714873,-14.56605594,0,-3.780232135
10,0,3655,-4.542743474,-16.35666008,0,-4.441073697
10,0,3670,-4.204567426,-17.11806831,0,-4.119408838
10,0,3685,-4.423732759,-14.46235635,0,-4.265448083
10,0,3700,-3.455790485,-16.66855864,0,-3.361243602
10,0,3715,-4.269815862,-16.67962582,0,-4.175512239
10,0,3730,-4.024251875,-13.98829289,0,-3.847334344
10,0,3745,-4.466180319,-14.79949922,0,-4.319919875
10,0,3760,-3.373609385,-15.12329654,0,-3.238022919
10,0,3775,-3.56403817,-14.6092242,0,-3.411110584
10,0,3790,-4.227956597,-14.06355314,0,-4.054140164
10,0,3805,-4.340042102,-14.64887007,0,-4.188528735
10,0,3820,-5.055948301,-14.99310697,0,-4.916168683
10,0,3835,-5.546355527,-14.19308189,0,-5.377747103
10,0,3850,-7.038501838,-13.83289441,0,-6.855001192
10,0,3865,-5.239694144,-13.79917574,0,-5.05473236
10,0,3880,-5.662504157,-13.45011269,0,-5.461699117
10,0,3895,-7.595996386,-13.811487,0,-7.411569461
10,0,3910,-7.082135765,-12.32600671,0,-6.820187688
10,0,3925,-7.752562611,-13.54766485,0,-7.556320141
10,0,3940,-10.14110022,-15.29078379,0,-10.01072094
10,0,3955,-12.10532943,-12.88253501,0,-11.87573576
10,0,3970,-7.332757303,-13.74912276,0,-7.145604617
10,0,3985,-9.333987976,-15.62665041,0,-9.213447654
10,0,4000,-10.12357255,-13.68357526,0,-9.933510585
11,0,1000,-10.69114907,-1.090621839,0,-4.156142715
11,0,1015,-12.21758934,-0.936095028,0,-5.093301912
11,0,1030,-12.70021109,-1.38898328,0,-7.073340429
11,0,1045,-13.34162262,-3.002014717,0,-10.32302159
11,0,1060,-10.01434253,-7.15893025,0,-9.086539288
11,0,1075,-12.19310597,-3.46784205,0,-9.596706023
11,0,1090,-13.99165864,-1.663672788,0,-9.019180495
11,0,1105,-13.65336235,-1.53433691,0,-8.390121006
11,0,1120,-11.40073846,-2.440457348,0,-7.734370149
11,0,1135,-7.153960136,-5.945732129,0,-5.87932726
11,0,1150,-6.446117379,-6.010793385,0,-5.193456243
11,0,1165,-9.115371818,-2.596059232,0,-5.647113302
11,0,1180,-15.75265239,-1.630546811,0,-10.70834637
11,0,1195,-12.36899695,-1.421044351,0,-6.826064748
11,0,1210,-14.91152029,-2.111934139,0,-10.76722206
11,0,1225,-8.970383602,-4.72721096,0,-7.187301901
11,0,1240,-7.881414552,-6.640597304,0,-6.820470713
11,0,1255,-12.56421348,-3.045410378,0,-9.588742375
11,0,1270,-5.72424981,-1.788620164,0,-1.007927668
11,0,1285,-3.914231417,-1.591827753,0,1.216281359
11,0,1300,-4.916341256,-2.051233055,0,-0.673324643
11,0,1315,-10.26868807,-4.449319017,0,-8.337415934
11,0,1330,-5.550740008,-8.815454291,0,-4.93915121
11,0,1345,-3.796464454,-5.011571234,0,-2.15092007
11,0,1360,-5.147587957,-2.504744721,0,-1.565032192
11,0,1375,-10.40008139,-1.76929814,0,-5.645591528
11,0,1390,-11.23116329,-2.239232314,0,-7.282695808
11,0,1405,-5.067416415,-5.032354397,0,-3.431413012
11,0,1420,-0.794019005,-12.67034756,0,-0.552603924
11,0,1435,-0.831525751,-6.602597904,0,0.239992137
11,0,1450,-7.573815178,-3.812025169,0,-5.240049828
11,0,1465,-0.603400948,-2.767790556,0,2.663755167
11,0,1480,2.342789165,-3.018080269,0,5.345322722
11,0,1495,3.014802234,-4.789050415,0,4.76682329
11,0,1510,1.621130335,-11.72658988,0,1.923224602
11,0,1525,-2.496272346,-8.788574857,0,-1.88060428
11,0,1540,-3.11253789,-3.859130622,0,-0.811979617
11,0,1555,-5.947024991,-2.317354889,0,-2.111829849
11,0,1570,-2.160241159,-2.909660107,0,0.953086229
11,0,1585,-1.968837116,-6.633493551,0,-0.905925498
11,0,1600,3.938163817,-18.47358732,0,4.000326537
11,0,1615,5.297414997,-10.94135875,0,5.661957413
11,0,1630,5.042693644,-6.547605966,0,6.129725361
11,0,1645,2.815226565,-4.22890206,0,4.875002844
11,0,1660,-6.147464893,-6.604850818,0,-5.076577224
11,0,1675,0.123988518,-7.87319672,0,0.897694134
11,0,1690,5.813165799,-5.86921274,0,7.114211396
11,0,1705,7.461709928,-6.337128207,0,8.610514856
11,0,1720,7.9129567,-7.402953974,0,8.78460801
11,0,1735,8.219870436,-8.137579678,0,8.943843214
11,0,1750,8.49034119,-7.978860902,0,9.243737722
11,0,1765,8.63247158,-8.307838487,0,9.326261957
11,0,1780,8.750107644,-8.898661975,0,9.349251276
11,0,1795,8.792292105,-8.860949002,0,9.397042423
11,0,1810,8.831839194,-9.045104618,0,9.409733202
11,0,1825,8.873154211,-9.720190951,0,9.362961725
11,0,1840,8.88977041,-10.07381564,0,9.339220491
11,0,1855,9.030280491,-10.26845374,0,9.459026292
11,0,1870,9.165519845,-10.85108639,0,9.538056815
11,0,1885,9.331061027,-11.44646662,0,9.654049475
11,0,1900,9.495301177,-11.75003336,0,9.795711542
11,0,1915,9.644485943,-11.98824938,0,9.928326269
11,0,1930,9.790001334,-12.75188753,0,10.02680137
11,0,1945,9.958092542,-13.34741549,0,10.16381819
11,0,1960,10.10473494,-13.57096195,0,10.29990357
11,0,1975,10.26206884,-14.33968663,0,10.42497423
11,0,1990,10.40865127,-15.29589095,0,10.538875
11,0,2005,10.64502731,-15.1578154,0,10.77952358
11,0,2020,10.76216713,-15.64013371,0,10.88232858
11,0,2035,10.71235003,-16.00367606,0,10.82273868
11,0,2050,10.79446668,-15.56653476,0,10.916711
11,0,2065,10.8606605,-16.01236146,0,10.97082579
11,0,2080,10.9492101,-17.13422986,0,11.03404926
11,0,2095,10.99235094,-16.65243392,0,11.08725339
11,0,2110,11.05549767,-17.59190326,0,11.13177621
11,0,2125,11.11726464,-19.96762135,0,11.16124099
11,0,2140,11.14299238,-20.77959384,0,11.17943805
11,0,2155,11.20288651,-20.12071175,0,11.24533221
11,0,2170,11.22160484,-21.14548117,0,11.25509441
11,0,2185,11.26712364,-22.50448162,0,11.29158941
11,0,2200,11.24541141,-19.61079837,0,11.29317428
11,0,2215,11.2000224,-16.17760954,0,11.30602406
11,0,2230,11.15178116,-16.16430049,0,11.25811217
11,0,2245,11.16899147,-15.8004325,0,11.28474004
11,0,2260,11.13685034,-13.26005694,0,11.34685877
11,0,2275,11.18347857,-12.95075207,0,11.40939935
11,0,2290,11.14588015,-13.92501823,0,11.32544858
11,0,2305,11.12425091,-12.88344542,0,11.35379517
11,0,2320,11.0619631,-12.35481043,0,11.32212669
11,0,2335,11.06688713,-13.7935121,0,11.2520955
11,0,2350,11.01312281,-14.49981559,0,11.17002325
11,0,2365,10.9400285,-13.49398466,0,11.13876834
11,0,2380,10.79443828,-14.02686983,0,10.96975926
11,0,2395,10.68480454,-15.41771039,0,10.81137325
11,0,2410,10.4699744,-13.41789689,0,10.67230992
11,0,2425,10.23705127,-11.97600958,0,10.52171951
11,0,2440,10.02021112,-12.0440504,0,10.30030839
11,0,2455,9.698928689,-10.39966822,0,10.11428398
11,0,2470,9.348992561,-9.23416725,0,9.900635162
11,0,2485,9.014748518,-9.417675518,0,9.542122444
11,0,2500,8.608284216,-8.436985808,0,9.280088935
11,0,2515,8.281566994,-8.244766342,0,8.986376343
11,0,2530,7.91747241,-8.53588133,0,8.572950124
11,0,2545,7.531239717,-8.451290094,0,8.200656
11,0,2560,7.130918925,-8.827406277,0,7.740703187
11,0,2575,6.703029684,-9.865962952,0,7.1757562
11,0,2590,6.14533054,-10.59465318,0,6.54159161
11,0,2605,5.417060489,-10.55148864,0,5.817467806
11,0,2620,4.434011477,-9.838601018,0,4.90989554
11,0,2635,3.391619155,-9.403583086,0,3.920815935
11,0,2650,2.237949998,-8.461876648,0,2.905604508
11,0,2665,0.846331183,-7.189569787,0,1.76686876
11,0,2680,-0.208585009,-7.081400175,0,0.737889461
11,0,2695,-0.8525824,-7.037311385,0,0.104696006
11,0,2710,-1.117763361,-6.533029559,0,-0.026577039
11,0,2725,-1.010667557,-7.076031944,0,-0.062884892
11,0,2740,-0.579239737,-8.156441112,0,0.141320321
11,0,2755,-0.332402828,-8.428453327,0,0.340830967
11,0,2770,-0.348396076,-8.990230721,0,0.237364487
11,0,2785,-0.62217802,-9.454139462,0,-0.099489824
11,0,2800,-1.382918202,-8.69682466,0,-0.753104613
11,0,2815,-1.455326635,-7.485801403,0,-0.601876634
11,0,2830,-1.474468667,-7.208403546,0,-0.558365856
11,0,2845,-0.289591895,-6.931489901,0,0.694183501
11,0,2860,0.303026604,-6.931045961,0,1.286914871
11,0,2875,1.321667426,-7.344080474,0,2.206513333
11,0,2890,2.044695806,-7.782648642,0,2.836281074
11,0,2905,2.611121929,-9.332562321,0,3.149607665
11,0,2920,2.68143817,-9.706516907,0,3.172881085
11,0,2935,2.339520976,-7.892902074,0,3.1093943
11,0,2950,2.204019147,-7.298976637,0,3.099122989
11,0,2965,2.024833518,-7.458439756,0,2.884248019
11,0,2980,1.933508469,-6.117281054,0,3.15114123
11,0,2995,1.945708463,-6.670632935,0,2.998377518
11,0,3010,2.48695794,-8.591173258,0,3.13349411
11,0,3025,2.045313129,-9.813980339,0,2.524057435
11,0,3040,1.142131822,-9.399391939,0,1.671872016
11,0,3055,0.821296895,-8.676984614,0,1.454214966
11,0,3070,0.693517759,-7.398847095,0,1.566082408
11,0,3085,0.865250165,-6.490649138,0,1.968618265
11,0,3100,1.290220462,-7.066385913,0,2.240358849
11,0,3115,2.242262977,-9.981577271,0,2.701889685
11,0,3130,1.90045055,-12.67088059,0,2.141835163
11,0,3145,1.101069337,-9.62047094,0,1.602936713
11,0,3160,0.320777799,-8.036496468,0,1.063341953
11,0,3175,0.099277494,-7.158167318,0,1.027262459
11,0,3190,0.198987307,-7.52156973,0,1.044708904
11,0,3205,0.478173397,-10.44481144,0,0.889023835
11,0,3220,0.157684012,-15.31738333,0,0.287255197
11,0,3235,-0.554403173,-11.52381379,0,-0.237329514
11,0,3250,-0.927195944,-9.089485446,0,-0.355581698
11,0,3265,-0.36728764,-8.017888453,0,0.37875517
11,0,3280,0.330531568,-8.617783342,0,0.972811362
11,0,3295,1.505665736,-13.32908231,0,1.712282698
11,0,3310,2.003792316,-15.87138545,0,2.117640402
11,0,3325,1.884044985,-9.618162741,0,2.386195203
11,0,3340,1.304956816,-8.263810805,0,2.00641918
11,0,3355,1.049575224,-9.218271518,0,1.603375227
11,0,3370,0.85330993,-8.97578571,0,1.44116026
11,0,3385,0.728840646,-10.95774071,0,1.091951554
11,0,3400,0.105339176,-12.68705096,0,0.345801397
11,0,3415,-2.606250654,-8.911178757,0,-2.008955537
11,0,3430,-4.642558351,-7.080200455,0,-3.695791694
11,0,3445,-3.381290794,-8.095591281,0,-2.649657594
11,0,3460,-2.418562131,-8.038458359,0,-1.676363711
11,0,3475,-2.946110983,-7.559879125,0,-2.108581514
11,0,3490,-3.339438488,-7.823472904,0,-2.555969677
11,0,3505,-4.176902755,-8.913332253,0,-3.579925056
11,0,3520,-5.798206297,-9.029877824,0,-5.218140801
11,0,3535,-10.62574803,-9.938835878,0,-10.16132363
11,0,3550,-5.727713265,-12.77982305,0,-5.492473407
11,0,3565,-3.429628365,-12.9056128,0,-3.201284039
11,0,3580,-2.123869762,-13.7555926,0,-1.937001757
11,0,3595,-2.37240198,-14.43904045,0,-2.213249433
11,0,3610,-6.365269298,-14.73734971,0,-6.216864323
11,0,3625,-8.033107803,-15.12491994,0,-7.897572808
11,0,3640,-6.983239433,-14.49944577,0,-6.826325389
11,0,3655,-5.197548665,-16.30551562,0,-5.094660121
11,0,3670,-4.650600226,-17.12338918,0,-4.565546936
11,0,3685,-3.556712251,-14.48075325,0,-3.399108946
11,0,3700,-4.900226398,-16.56726985,0,-4.803423472
11,0,3715,-4.437151516,-16.67044464,0,-4.342646133
11,0,3730,-4.872203358,-14.00143669,0,-4.695831458
11,0,3745,-3.626017295,-14.82486519,0,-3.480623048
11,0,3760,-4.048739775,-15.14149314,0,-3.913729121
11,0,3775,-3.919327584,-14.63237902,0,-3.767227584
11,0,3790,-3.848123727,-14.00460199,0,-3.67188297
11,0,3805,-5.240359565,-14.66358535,0,-5.089367719
11,0,3820,-6.14934256,-14.93576756,0,-6.007674581
11,0,3835,-5.608100084,-14.15000843,0,-5.437777688
11,0,3850,-5.061006759,-13.87323651,0,-4.879238787
11,0,3865,-6.807609704,-13.83040785,0,-6.624001711
11,0,3880,-6.602974236,-13.48123399,0,-6.403636427
11,0,3895,-5.362687308,-13.75426471,0,-5.17576091
11,0,3910,-6.424861624,-12.32914994,0,-6.163108892
11,0,3925,-6.837617048,-13.58806189,0,-6.643232793
11,0,3940,-5.573080228,-15.2150405,0,-5.440371713
11,0,3955,-5.302142317,-12.8951798,0,-5.073234052
11,0,3970,-7.876905879,-13.75151858,0,-7.689858664
11,0,3985,-6.669357069,-15.61472279,0,-6.54848058
11,0,4000,-6.540013234,-13.6727025,0,-6.349464233
12,0,1000,-11.48897328,-1.089843234,0,-4.95123838
12,0,1015,-11.71032551,-0.936580939,0,-4.58805761
12,0,1030,-14.33012608,-1.391554168,0,-8.710069428
12,0,1045,-14.92725471,-3.013714764,0,-11.92036687
12,0,1060,-9.894492039,-7.145052137,0,-8.963376901
12,0,1075,-13.31787782,-3.452856755,0,-10.70917843
12,0,1090,-13.77154065,-1.65490993,0,-8.780230105
12,0,1105,-14.31812437,-1.541181117,0,-9.070991918
12,0,1120,-10.62594047,-2.438236698,0,-6.956625509
12,0,1135,-7.209230827,-5.954949728,0,-5.937737665
12,0,1150,-6.352941017,-6.030388231,0,-5.106811527
12,0,1165,-8.839888628,-2.587511194,0,-5.361157927
12,0,1180,-15.46154258,-1.619537759,0,-10.39297667
12,0,1195,-11.6782868,-1.419088721,0,-6.130298381
12,0,1210,-17.98834331,-2.099647627,0,-13.82435426
12,0,1225,-10.06135822,-4.726575215,0,-8.277953729
12,0,1240,-7.693572626,-6.645500616,0,-6.633984635
12,0,1255,-11.84615839,-3.045048688,0,-8.870331336
12,0,1270,-5.83993355,-1.790898273,0,-1.12807832
12,0,1285,-4.046433396,-1.58841559,0,1.091796489
12,0,1300,-4.82765015,-2.048957084,0,-0.580860879
12,0,1315,-9.775863496,-4.44693007,0,-7.843252955
12,0,1330,-5.949994261,-8.804684453,0,-5.336774504
12,0,1345,-3.804773793,-5.010331932,0,-2.15865837
12,0,1360,-5.266897714,-2.501201478,0,-1.679796398
12,0,1375,-10.32656037,-1.787341283,0,-5.607727558
12,0,1390,-10.3043027,-2.252948714,0,-6.376087083
12,0,1405,-5.181132166,-5.033185293,0,-3.545508823
12,0,1420,-0.965996555,-12.67999137,0,-0.725132088
12,0,1435,-0.986207499,-6.587661357,0,0.089499277
12,0,1450,-7.823850738,-3.813989105,0,-5.491482185
12,0,1465,-0.678235226,-2.761119719,0,2.596416814
12,0,1480,2.32370355,-3.025245416,0,5.319109303
12,0,1495,3.010543622,-4.771622129,0,4.771251436
12,0,1510,1.617076399,-11.71670892,0,1.919883321
12,0,1525,-2.617034686,-8.802152183,0,-2.003430772
12,0,1540,-3.208231388,-3.877901491,0,-0.920735895
12,0,1555,-6.647923183,-2.313828443,0,-2.807721382
12,0,1570,-2.357646157,-2.911387435,0,0.753871706
12,0,1585,-1.981095544,-6.642628703,0,-0.920713659
12,0,1600,3.877779745,-18.4532831,0,3.940235874
12,0,1615,5.229903909,-10.95388131,0,5.593351535
